"QC_Record_ID","Batch_ID","Sample_ID","Analyte_ID","Value","Unit","Method_ID","Spec_Rev","LSL","USL","Qualifier","Sample_TS","Result_TS","Is_Final","Approval_Status","Spec_Status","Data_Origin","Target"
"SIM-S0117-Q-LPC_0p5","SIM-S0117","SIM-S0117-S","LPC_0p5","835.8234","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-03T08:15:00Z","2026-09-03T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0117-Q-LPC_1p0","SIM-S0117","SIM-S0117-S","LPC_1p0","100.1745","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-03T08:15:00Z","2026-09-03T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0117-Q-Zeta","SIM-S0117","SIM-S0117-S","Zeta","-40.9102","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-03T08:15:00Z","2026-09-03T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0117-Q-Fe","SIM-S0117","SIM-S0117-S","Fe","0.3019","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-03T08:15:00Z","2026-09-03T09:00:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0118-Q-pH","SIM-S0118","SIM-S0118-S","pH","9.9407","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0118-Q-Solids","SIM-S0118","SIM-S0118-S","Solids","9.8809","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0118-Q-Viscosity","SIM-S0118","SIM-S0118-S","Viscosity","1.7207","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0118-Q-D50","SIM-S0118","SIM-S0118-S","D50","89.1617","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0118-Q-D90","SIM-S0118","SIM-S0118-S","D90","128.7809","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0118-Q-LPC_0p5","SIM-S0118","SIM-S0118-S","LPC_0p5","1071.4422","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0118-Q-LPC_1p0","SIM-S0118","SIM-S0118-S","LPC_1p0","86.2957","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0118-Q-Zeta","SIM-S0118","SIM-S0118-S","Zeta","-38.8353","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0118-Q-Fe","SIM-S0118","SIM-S0118-S","Fe","0.2993","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0119-Q-pH","SIM-S0119","SIM-S0119-S","pH","10.0452","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0119-Q-Solids","SIM-S0119","SIM-S0119-S","Solids","9.8921","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0119-Q-Viscosity","SIM-S0119","SIM-S0119-S","Viscosity","1.6685","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0119-Q-D50","SIM-S0119","SIM-S0119-S","D50","88.1523","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0119-Q-D90","SIM-S0119","SIM-S0119-S","D90","119.8465","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0119-Q-LPC_0p5","SIM-S0119","SIM-S0119-S","LPC_0p5","1056.4884","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0119-Q-LPC_1p0","SIM-S0119","SIM-S0119-S","LPC_1p0","85.644","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0119-Q-Zeta","SIM-S0119","SIM-S0119-S","Zeta","-40.8054","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0119-Q-Fe","SIM-S0119","SIM-S0119-S","Fe","0.2737","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0120-Q-pH","SIM-S0120","SIM-S0120-S","pH","9.9571","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0120-Q-Solids","SIM-S0120","SIM-S0120-S","Solids","9.9369","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0120-Q-Viscosity","SIM-S0120","SIM-S0120-S","Viscosity","1.7058","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0120-Q-D50","SIM-S0120","SIM-S0120-S","D50","88.1377","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0120-Q-D90","SIM-S0120","SIM-S0120-S","D90","125.9099","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0120-Q-LPC_0p5","SIM-S0120","SIM-S0120-S","LPC_0p5","1135.9365","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0120-Q-LPC_1p0","SIM-S0120","SIM-S0120-S","LPC_1p0","47.9714","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0120-Q-Zeta","SIM-S0120","SIM-S0120-S","Zeta","-38.7685","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0120-Q-Fe","SIM-S0120","SIM-S0120-S","Fe","0.2921","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-03T09:45:00Z","2026-09-03T10:30:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0121-Q-pH","SIM-S0121","SIM-S0121-S","pH","10.0581","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0121-Q-Solids","SIM-S0121","SIM-S0121-S","Solids","10.0025","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0121-Q-Viscosity","SIM-S0121","SIM-S0121-S","Viscosity","1.6543","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0121-Q-D50","SIM-S0121","SIM-S0121-S","D50","88.1393","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0121-Q-D90","SIM-S0121","SIM-S0121-S","D90","125.6269","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0121-Q-LPC_0p5","SIM-S0121","SIM-S0121-S","LPC_0p5","756.8771","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0121-Q-LPC_1p0","SIM-S0121","SIM-S0121-S","LPC_1p0","82.5731","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0121-Q-Zeta","SIM-S0121","SIM-S0121-S","Zeta","-39.9532","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0121-Q-Fe","SIM-S0121","SIM-S0121-S","Fe","0.2997","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0122-Q-pH","SIM-S0122","SIM-S0122-S","pH","9.9183","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0122-Q-Solids","SIM-S0122","SIM-S0122-S","Solids","10.072","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0122-Q-Viscosity","SIM-S0122","SIM-S0122-S","Viscosity","1.7207","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0122-Q-D50","SIM-S0122","SIM-S0122-S","D50","95.0195","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0122-Q-D90","SIM-S0122","SIM-S0122-S","D90","136.1653","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0122-Q-LPC_0p5","SIM-S0122","SIM-S0122-S","LPC_0p5","1039.3378","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0122-Q-LPC_1p0","SIM-S0122","SIM-S0122-S","LPC_1p0","90.4353","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0122-Q-Zeta","SIM-S0122","SIM-S0122-S","Zeta","-39.5533","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0122-Q-Fe","SIM-S0122","SIM-S0122-S","Fe","0.3051","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0123-Q-pH","SIM-S0123","SIM-S0123-S","pH","9.9015","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0123-Q-Solids","SIM-S0123","SIM-S0123-S","Solids","10.0301","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0123-Q-Viscosity","SIM-S0123","SIM-S0123-S","Viscosity","1.7009","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0123-Q-D50","SIM-S0123","SIM-S0123-S","D50","91.317","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0123-Q-D90","SIM-S0123","SIM-S0123-S","D90","132.5545","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0123-Q-LPC_0p5","SIM-S0123","SIM-S0123-S","LPC_0p5","753.1868","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0123-Q-LPC_1p0","SIM-S0123","SIM-S0123-S","LPC_1p0","87.3983","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0123-Q-Zeta","SIM-S0123","SIM-S0123-S","Zeta","-39.7762","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0123-Q-Fe","SIM-S0123","SIM-S0123-S","Fe","0.3181","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-03T11:15:00Z","2026-09-03T12:00:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0124-Q-pH","SIM-S0124","SIM-S0124-S","pH","10.0841","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0124-Q-Solids","SIM-S0124","SIM-S0124-S","Solids","10.1403","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0124-Q-Viscosity","SIM-S0124","SIM-S0124-S","Viscosity","1.692","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0124-Q-D50","SIM-S0124","SIM-S0124-S","D50","86.3663","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0124-Q-D90","SIM-S0124","SIM-S0124-S","D90","143.7294","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0124-Q-LPC_0p5","SIM-S0124","SIM-S0124-S","LPC_0p5","679.59","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0124-Q-LPC_1p0","SIM-S0124","SIM-S0124-S","LPC_1p0","90.4123","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0124-Q-Zeta","SIM-S0124","SIM-S0124-S","Zeta","-40.5333","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0124-Q-Fe","SIM-S0124","SIM-S0124-S","Fe","0.308","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0125-Q-pH","SIM-S0125","SIM-S0125-S","pH","9.9553","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0125-Q-Solids","SIM-S0125","SIM-S0125-S","Solids","9.9878","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0125-Q-Viscosity","SIM-S0125","SIM-S0125-S","Viscosity","1.7726","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0125-Q-D50","SIM-S0125","SIM-S0125-S","D50","92.1292","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0125-Q-D90","SIM-S0125","SIM-S0125-S","D90","133.7","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0125-Q-LPC_0p5","SIM-S0125","SIM-S0125-S","LPC_0p5","707.5653","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0125-Q-LPC_1p0","SIM-S0125","SIM-S0125-S","LPC_1p0","75.4352","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0125-Q-Zeta","SIM-S0125","SIM-S0125-S","Zeta","-40.8265","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0125-Q-Fe","SIM-S0125","SIM-S0125-S","Fe","0.3165","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0126-Q-pH","SIM-S0126","SIM-S0126-S","pH","10.0577","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0126-Q-Solids","SIM-S0126","SIM-S0126-S","Solids","10.1057","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0126-Q-Viscosity","SIM-S0126","SIM-S0126-S","Viscosity","1.6947","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0126-Q-D50","SIM-S0126","SIM-S0126-S","D50","89.5052","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0126-Q-D90","SIM-S0126","SIM-S0126-S","D90","131.6251","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0126-Q-LPC_0p5","SIM-S0126","SIM-S0126-S","LPC_0p5","855.4655","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0126-Q-LPC_1p0","SIM-S0126","SIM-S0126-S","LPC_1p0","74.0681","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0126-Q-Zeta","SIM-S0126","SIM-S0126-S","Zeta","-39.8966","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0126-Q-Fe","SIM-S0126","SIM-S0126-S","Fe","0.2981","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-03T12:45:00Z","2026-09-03T13:30:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0127-Q-pH","SIM-S0127","SIM-S0127-S","pH","9.9776","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-03T14:15:00Z","2026-09-03T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0127-Q-Solids","SIM-S0127","SIM-S0127-S","Solids","9.9096","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-03T14:15:00Z","2026-09-03T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0127-Q-Viscosity","SIM-S0127","SIM-S0127-S","Viscosity","1.6862","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-03T14:15:00Z","2026-09-03T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0127-Q-D50","SIM-S0127","SIM-S0127-S","D50","90.7796","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-03T14:15:00Z","2026-09-03T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0127-Q-D90","SIM-S0127","SIM-S0127-S","D90","129.8358","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-03T14:15:00Z","2026-09-03T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0127-Q-LPC_0p5","SIM-S0127","SIM-S0127-S","LPC_0p5","751.9536","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-03T14:15:00Z","2026-09-03T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0127-Q-LPC_1p0","SIM-S0127","SIM-S0127-S","LPC_1p0","92.1134","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-03T14:15:00Z","2026-09-03T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0127-Q-Zeta","SIM-S0127","SIM-S0127-S","Zeta","-40.396","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-03T14:15:00Z","2026-09-03T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0127-Q-Fe","SIM-S0127","SIM-S0127-S","Fe","0.3227","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-03T14:15:00Z","2026-09-03T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0128-Q-pH","SIM-S0128","SIM-S0128-S","pH","9.9879","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-03T14:15:00Z","2026-09-03T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0128-Q-Solids","SIM-S0128","SIM-S0128-S","Solids","10.0343","wt%","SIM-M-Solids","SIM-Q02","9.5","10.5","EQ","2026-09-03T14:15:00Z","2026-09-03T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
"SIM-S0128-Q-Viscosity","SIM-S0128","SIM-S0128-S","Viscosity","1.7265","mPa.s","SIM-M-Viscosity","SIM-Q02","1.2","2.2","EQ","2026-09-03T14:15:00Z","2026-09-03T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1.7"
"SIM-S0128-Q-D50","SIM-S0128","SIM-S0128-S","D50","91.2529","nm","SIM-M-D50","SIM-Q02","75","105","EQ","2026-09-03T14:15:00Z","2026-09-03T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","90"
"SIM-S0128-Q-D90","SIM-S0128","SIM-S0128-S","D90","117.0802","nm","SIM-M-D90","SIM-Q02","110","180","EQ","2026-09-03T14:15:00Z","2026-09-03T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","130"
"SIM-S0128-Q-LPC_0p5","SIM-S0128","SIM-S0128-S","LPC_0p5","1030.2065","count/mL","SIM-M-LPC_0p5","SIM-Q02","","3000","EQ","2026-09-03T14:15:00Z","2026-09-03T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","1000"
"SIM-S0128-Q-LPC_1p0","SIM-S0128","SIM-S0128-S","LPC_1p0","124.8435","count/mL","SIM-M-LPC_1p0","SIM-Q02","","600","EQ","2026-09-03T14:15:00Z","2026-09-03T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","80"
"SIM-S0128-Q-Zeta","SIM-S0128","SIM-S0128-S","Zeta","-40.917","mV","SIM-M-Zeta","SIM-Q02","-50","-30","EQ","2026-09-03T14:15:00Z","2026-09-03T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","-40"
"SIM-S0128-Q-Fe","SIM-S0128","SIM-S0128-S","Fe","0.316","ug/kg","SIM-M-Fe","SIM-Q02","","1","EQ","2026-09-03T14:15:00Z","2026-09-03T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","0.3"
"SIM-S0129-Q-pH","SIM-S0129","SIM-S0129-S","pH","10.0029","pH","SIM-M-pH","SIM-Q02","9.5","10.5","EQ","2026-09-03T14:15:00Z","2026-09-03T15:00:00Z","true","APPROVED","DEMO","SYNTHETIC","10"
