"Material_Record_ID","Batch_ID","Material_ID","Lot_ID","Quantity","Unit","Charge_TS","Data_Origin"
"SIM-S0138-M3","SIM-S0138","DIW","DIW-LOT-23","890","kg","2026-09-03T17:35:00Z","SYNTHETIC"
"SIM-S0139-M1","SIM-S0139","SILICA","SILICA-LOT-24","100","kg","2026-09-03T19:05:00Z","SYNTHETIC"
"SIM-S0139-M2","SIM-S0139","ADDITIVE","ADDITIVE-LOT-24","10","kg","2026-09-03T19:05:00Z","SYNTHETIC"
"SIM-S0139-M3","SIM-S0139","DIW","DIW-LOT-24","890","kg","2026-09-03T19:05:00Z","SYNTHETIC"
"SIM-S0140-M1","SIM-S0140","SILICA","SILICA-LOT-24","100","kg","2026-09-03T19:05:00Z","SYNTHETIC"
"SIM-S0140-M2","SIM-S0140","ADDITIVE","ADDITIVE-LOT-24","10","kg","2026-09-03T19:05:00Z","SYNTHETIC"
"SIM-S0140-M3","SIM-S0140","DIW","DIW-LOT-24","890","kg","2026-09-03T19:05:00Z","SYNTHETIC"
"SIM-S0141-M1","SIM-S0141","SILICA","SILICA-LOT-24","100","kg","2026-09-03T19:05:00Z","SYNTHETIC"
"SIM-S0141-M2","SIM-S0141","ADDITIVE","ADDITIVE-LOT-24","10","kg","2026-09-03T19:05:00Z","SYNTHETIC"
"SIM-S0141-M3","SIM-S0141","DIW","DIW-LOT-24","890","kg","2026-09-03T19:05:00Z","SYNTHETIC"
"SIM-S0142-M1","SIM-S0142","SILICA","SILICA-LOT-24","100","kg","2026-09-03T20:35:00Z","SYNTHETIC"
"SIM-S0142-M2","SIM-S0142","ADDITIVE","ADDITIVE-LOT-24","10","kg","2026-09-03T20:35:00Z","SYNTHETIC"
"SIM-S0142-M3","SIM-S0142","DIW","DIW-LOT-24","890","kg","2026-09-03T20:35:00Z","SYNTHETIC"
"SIM-S0143-M1","SIM-S0143","SILICA","SILICA-LOT-24","100","kg","2026-09-03T20:35:00Z","SYNTHETIC"
"SIM-S0143-M2","SIM-S0143","ADDITIVE","ADDITIVE-LOT-24","10","kg","2026-09-03T20:35:00Z","SYNTHETIC"
"SIM-S0143-M3","SIM-S0143","DIW","DIW-LOT-24","890","kg","2026-09-03T20:35:00Z","SYNTHETIC"
"SIM-S0144-M1","SIM-S0144","SILICA","SILICA-LOT-24","100","kg","2026-09-03T20:35:00Z","SYNTHETIC"
"SIM-S0144-M2","SIM-S0144","ADDITIVE","ADDITIVE-LOT-24","10","kg","2026-09-03T20:35:00Z","SYNTHETIC"
"SIM-S0144-M3","SIM-S0144","DIW","DIW-LOT-24","890","kg","2026-09-03T20:35:00Z","SYNTHETIC"
"SIM-S0145-M1","SIM-S0145","SILICA","SILICA-LOT-25","100","kg","2026-09-03T22:05:00Z","SYNTHETIC"
"SIM-S0145-M2","SIM-S0145","ADDITIVE","ADDITIVE-LOT-25","10","kg","2026-09-03T22:05:00Z","SYNTHETIC"
"SIM-S0145-M3","SIM-S0145","DIW","DIW-LOT-25","890","kg","2026-09-03T22:05:00Z","SYNTHETIC"
"SIM-S0146-M1","SIM-S0146","SILICA","SILICA-LOT-25","100","kg","2026-09-03T22:05:00Z","SYNTHETIC"
"SIM-S0146-M2","SIM-S0146","ADDITIVE","ADDITIVE-LOT-25","10","kg","2026-09-03T22:05:00Z","SYNTHETIC"
"SIM-S0146-M3","SIM-S0146","DIW","DIW-LOT-25","890","kg","2026-09-03T22:05:00Z","SYNTHETIC"
"SIM-S0147-M1","SIM-S0147","SILICA","SILICA-LOT-25","100","kg","2026-09-03T22:05:00Z","SYNTHETIC"
"SIM-S0147-M2","SIM-S0147","ADDITIVE","ADDITIVE-LOT-25","10","kg","2026-09-03T22:05:00Z","SYNTHETIC"
"SIM-S0147-M3","SIM-S0147","DIW","DIW-LOT-25","890","kg","2026-09-03T22:05:00Z","SYNTHETIC"
"SIM-S0148-M1","SIM-S0148","SILICA","SILICA-LOT-25","100","kg","2026-09-03T23:35:00Z","SYNTHETIC"
"SIM-S0148-M2","SIM-S0148","ADDITIVE","ADDITIVE-LOT-25","10","kg","2026-09-03T23:35:00Z","SYNTHETIC"
"SIM-S0148-M3","SIM-S0148","DIW","DIW-LOT-25","890","kg","2026-09-03T23:35:00Z","SYNTHETIC"
"SIM-S0149-M1","SIM-S0149","SILICA","SILICA-LOT-25","100","kg","2026-09-03T23:35:00Z","SYNTHETIC"
"SIM-S0149-M2","SIM-S0149","ADDITIVE","ADDITIVE-LOT-25","10","kg","2026-09-03T23:35:00Z","SYNTHETIC"
"SIM-S0149-M3","SIM-S0149","DIW","DIW-LOT-25","890","kg","2026-09-03T23:35:00Z","SYNTHETIC"
"SIM-S0150-M1","SIM-S0150","SILICA","SILICA-LOT-25","100","kg","2026-09-03T23:35:00Z","SYNTHETIC"
"SIM-S0150-M2","SIM-S0150","ADDITIVE","ADDITIVE-LOT-25","10","kg","2026-09-03T23:35:00Z","SYNTHETIC"
"SIM-S0150-M3","SIM-S0150","DIW","DIW-LOT-25","890","kg","2026-09-03T23:35:00Z","SYNTHETIC"
"SIM-S0151-M1","SIM-S0151","SILICA","SILICA-LOT-26","100","kg","2026-09-04T01:05:00Z","SYNTHETIC"
"SIM-S0151-M2","SIM-S0151","ADDITIVE","ADDITIVE-LOT-26","10","kg","2026-09-04T01:05:00Z","SYNTHETIC"
"SIM-S0151-M3","SIM-S0151","DIW","DIW-LOT-26","890","kg","2026-09-04T01:05:00Z","SYNTHETIC"
"SIM-S0152-M1","SIM-S0152","SILICA","SILICA-LOT-26","100","kg","2026-09-04T01:05:00Z","SYNTHETIC"
"SIM-S0152-M2","SIM-S0152","ADDITIVE","ADDITIVE-LOT-26","10","kg","2026-09-04T01:05:00Z","SYNTHETIC"
"SIM-S0152-M3","SIM-S0152","DIW","DIW-LOT-26","890","kg","2026-09-04T01:05:00Z","SYNTHETIC"
"SIM-S0153-M1","SIM-S0153","SILICA","SILICA-LOT-26","100","kg","2026-09-04T01:05:00Z","SYNTHETIC"
"SIM-S0153-M2","SIM-S0153","ADDITIVE","ADDITIVE-LOT-26","10","kg","2026-09-04T01:05:00Z","SYNTHETIC"
"SIM-S0153-M3","SIM-S0153","DIW","DIW-LOT-26","890","kg","2026-09-04T01:05:00Z","SYNTHETIC"
"SIM-S0154-M1","SIM-S0154","SILICA","SILICA-LOT-26","100","kg","2026-09-04T02:35:00Z","SYNTHETIC"
"SIM-S0154-M2","SIM-S0154","ADDITIVE","ADDITIVE-LOT-26","10","kg","2026-09-04T02:35:00Z","SYNTHETIC"
"SIM-S0154-M3","SIM-S0154","DIW","DIW-LOT-26","890","kg","2026-09-04T02:35:00Z","SYNTHETIC"
"SIM-S0155-M1","SIM-S0155","SILICA","SILICA-LOT-26","100","kg","2026-09-04T02:35:00Z","SYNTHETIC"
"SIM-S0155-M2","SIM-S0155","ADDITIVE","ADDITIVE-LOT-26","10","kg","2026-09-04T02:35:00Z","SYNTHETIC"
"SIM-S0155-M3","SIM-S0155","DIW","DIW-LOT-26","890","kg","2026-09-04T02:35:00Z","SYNTHETIC"
"SIM-S0156-M1","SIM-S0156","SILICA","SILICA-LOT-26","100","kg","2026-09-04T02:35:00Z","SYNTHETIC"
"SIM-S0156-M2","SIM-S0156","ADDITIVE","ADDITIVE-LOT-26","10","kg","2026-09-04T02:35:00Z","SYNTHETIC"
"SIM-S0156-M3","SIM-S0156","DIW","DIW-LOT-26","890","kg","2026-09-04T02:35:00Z","SYNTHETIC"
"SIM-S0157-M1","SIM-S0157","SILICA","SILICA-LOT-27","100","kg","2026-09-04T04:05:00Z","SYNTHETIC"
"SIM-S0157-M2","SIM-S0157","ADDITIVE","ADDITIVE-LOT-27","10","kg","2026-09-04T04:05:00Z","SYNTHETIC"
"SIM-S0157-M3","SIM-S0157","DIW","DIW-LOT-27","890","kg","2026-09-04T04:05:00Z","SYNTHETIC"
"SIM-S0158-M1","SIM-S0158","SILICA","SILICA-LOT-27","100","kg","2026-09-04T04:05:00Z","SYNTHETIC"
"SIM-S0158-M2","SIM-S0158","ADDITIVE","ADDITIVE-LOT-27","10","kg","2026-09-04T04:05:00Z","SYNTHETIC"
"SIM-S0158-M3","SIM-S0158","DIW","DIW-LOT-27","890","kg","2026-09-04T04:05:00Z","SYNTHETIC"
"SIM-S0159-M1","SIM-S0159","SILICA","SILICA-LOT-27","100","kg","2026-09-04T04:05:00Z","SYNTHETIC"
"SIM-S0159-M2","SIM-S0159","ADDITIVE","ADDITIVE-LOT-27","10","kg","2026-09-04T04:05:00Z","SYNTHETIC"
"SIM-S0159-M3","SIM-S0159","DIW","DIW-LOT-27","890","kg","2026-09-04T04:05:00Z","SYNTHETIC"
"SIM-S0160-M1","SIM-S0160","SILICA","SILICA-LOT-27","100","kg","2026-09-04T05:35:00Z","SYNTHETIC"
"SIM-S0160-M2","SIM-S0160","ADDITIVE","ADDITIVE-LOT-27","10","kg","2026-09-04T05:35:00Z","SYNTHETIC"
"SIM-S0160-M3","SIM-S0160","DIW","DIW-LOT-27","890","kg","2026-09-04T05:35:00Z","SYNTHETIC"
"SIM-S0161-M1","SIM-S0161","SILICA","SILICA-LOT-27","100","kg","2026-09-04T05:35:00Z","SYNTHETIC"
"SIM-S0161-M2","SIM-S0161","ADDITIVE","ADDITIVE-LOT-27","10","kg","2026-09-04T05:35:00Z","SYNTHETIC"
"SIM-S0161-M3","SIM-S0161","DIW","DIW-LOT-27","890","kg","2026-09-04T05:35:00Z","SYNTHETIC"
"SIM-S0162-M1","SIM-S0162","SILICA","SILICA-LOT-27","100","kg","2026-09-04T05:35:00Z","SYNTHETIC"
"SIM-S0162-M2","SIM-S0162","ADDITIVE","ADDITIVE-LOT-27","10","kg","2026-09-04T05:35:00Z","SYNTHETIC"
"SIM-S0162-M3","SIM-S0162","DIW","DIW-LOT-27","890","kg","2026-09-04T05:35:00Z","SYNTHETIC"
"SIM-S0163-M1","SIM-S0163","SILICA","SILICA-LOT-28","100","kg","2026-09-04T07:05:00Z","SYNTHETIC"
"SIM-S0163-M2","SIM-S0163","ADDITIVE","ADDITIVE-LOT-28","10","kg","2026-09-04T07:05:00Z","SYNTHETIC"
"SIM-S0163-M3","SIM-S0163","DIW","DIW-LOT-28","890","kg","2026-09-04T07:05:00Z","SYNTHETIC"
"SIM-S0164-M1","SIM-S0164","SILICA","SILICA-LOT-28","100","kg","2026-09-04T07:05:00Z","SYNTHETIC"
"SIM-S0164-M2","SIM-S0164","ADDITIVE","ADDITIVE-LOT-28","10","kg","2026-09-04T07:05:00Z","SYNTHETIC"
"SIM-S0164-M3","SIM-S0164","DIW","DIW-LOT-28","890","kg","2026-09-04T07:05:00Z","SYNTHETIC"
"SIM-S0165-M1","SIM-S0165","SILICA","SILICA-LOT-28","100","kg","2026-09-04T07:05:00Z","SYNTHETIC"
"SIM-S0165-M2","SIM-S0165","ADDITIVE","ADDITIVE-LOT-28","10","kg","2026-09-04T07:05:00Z","SYNTHETIC"
"SIM-S0165-M3","SIM-S0165","DIW","DIW-LOT-28","890","kg","2026-09-04T07:05:00Z","SYNTHETIC"
"SIM-S0166-M1","SIM-S0166","SILICA","SILICA-LOT-28","100","kg","2026-09-04T08:35:00Z","SYNTHETIC"
"SIM-S0166-M2","SIM-S0166","ADDITIVE","ADDITIVE-LOT-28","10","kg","2026-09-04T08:35:00Z","SYNTHETIC"
"SIM-S0166-M3","SIM-S0166","DIW","DIW-LOT-28","890","kg","2026-09-04T08:35:00Z","SYNTHETIC"
"SIM-S0167-M1","SIM-S0167","SILICA","SILICA-LOT-28","100","kg","2026-09-04T08:35:00Z","SYNTHETIC"
"SIM-S0167-M2","SIM-S0167","ADDITIVE","ADDITIVE-LOT-28","10","kg","2026-09-04T08:35:00Z","SYNTHETIC"
"SIM-S0167-M3","SIM-S0167","DIW","DIW-LOT-28","890","kg","2026-09-04T08:35:00Z","SYNTHETIC"
"SIM-S0168-M1","SIM-S0168","SILICA","SILICA-LOT-28","100","kg","2026-09-04T08:35:00Z","SYNTHETIC"
"SIM-S0168-M2","SIM-S0168","ADDITIVE","ADDITIVE-LOT-28","10","kg","2026-09-04T08:35:00Z","SYNTHETIC"
"SIM-S0168-M3","SIM-S0168","DIW","DIW-LOT-28","890","kg","2026-09-04T08:35:00Z","SYNTHETIC"
"SIM-S0169-M1","SIM-S0169","SILICA","SILICA-LOT-29","100","kg","2026-09-04T10:05:00Z","SYNTHETIC"
"SIM-S0169-M2","SIM-S0169","ADDITIVE","ADDITIVE-LOT-29","10","kg","2026-09-04T10:05:00Z","SYNTHETIC"
"SIM-S0169-M3","SIM-S0169","DIW","DIW-LOT-29","890","kg","2026-09-04T10:05:00Z","SYNTHETIC"
"SIM-S0170-M1","SIM-S0170","SILICA","SILICA-LOT-29","100","kg","2026-09-04T10:05:00Z","SYNTHETIC"
"SIM-S0170-M2","SIM-S0170","ADDITIVE","ADDITIVE-LOT-29","10","kg","2026-09-04T10:05:00Z","SYNTHETIC"
"SIM-S0170-M3","SIM-S0170","DIW","DIW-LOT-29","890","kg","2026-09-04T10:05:00Z","SYNTHETIC"
"SIM-S0171-M1","SIM-S0171","SILICA","SILICA-LOT-29","100","kg","2026-09-04T10:05:00Z","SYNTHETIC"
"SIM-S0171-M2","SIM-S0171","ADDITIVE","ADDITIVE-LOT-29","10","kg","2026-09-04T10:05:00Z","SYNTHETIC"
"SIM-S0171-M3","SIM-S0171","DIW","DIW-LOT-29","890","kg","2026-09-04T10:05:00Z","SYNTHETIC"
"SIM-S0172-M1","SIM-S0172","SILICA","SILICA-LOT-29","100","kg","2026-09-04T11:35:00Z","SYNTHETIC"
"SIM-S0172-M2","SIM-S0172","ADDITIVE","ADDITIVE-LOT-29","10","kg","2026-09-04T11:35:00Z","SYNTHETIC"
"SIM-S0172-M3","SIM-S0172","DIW","DIW-LOT-29","890","kg","2026-09-04T11:35:00Z","SYNTHETIC"
"SIM-S0173-M1","SIM-S0173","SILICA","SILICA-LOT-29","100","kg","2026-09-04T11:35:00Z","SYNTHETIC"
"SIM-S0173-M2","SIM-S0173","ADDITIVE","ADDITIVE-LOT-29","10","kg","2026-09-04T11:35:00Z","SYNTHETIC"
"SIM-S0173-M3","SIM-S0173","DIW","DIW-LOT-29","890","kg","2026-09-04T11:35:00Z","SYNTHETIC"
"SIM-S0174-M1","SIM-S0174","SILICA","SILICA-LOT-29","100","kg","2026-09-04T11:35:00Z","SYNTHETIC"
"SIM-S0174-M2","SIM-S0174","ADDITIVE","ADDITIVE-LOT-29","10","kg","2026-09-04T11:35:00Z","SYNTHETIC"
"SIM-S0174-M3","SIM-S0174","DIW","DIW-LOT-29","890","kg","2026-09-04T11:35:00Z","SYNTHETIC"
"SIM-S0175-M1","SIM-S0175","SILICA","SILICA-LOT-30","100","kg","2026-09-04T13:05:00Z","SYNTHETIC"
"SIM-S0175-M2","SIM-S0175","ADDITIVE","ADDITIVE-LOT-30","10","kg","2026-09-04T13:05:00Z","SYNTHETIC"
"SIM-S0175-M3","SIM-S0175","DIW","DIW-LOT-30","890","kg","2026-09-04T13:05:00Z","SYNTHETIC"
"SIM-S0176-M1","SIM-S0176","SILICA","SILICA-LOT-30","100","kg","2026-09-04T13:05:00Z","SYNTHETIC"
"SIM-S0176-M2","SIM-S0176","ADDITIVE","ADDITIVE-LOT-30","10","kg","2026-09-04T13:05:00Z","SYNTHETIC"
"SIM-S0176-M3","SIM-S0176","DIW","DIW-LOT-30","890","kg","2026-09-04T13:05:00Z","SYNTHETIC"
"SIM-S0177-M1","SIM-S0177","SILICA","SILICA-LOT-30","100","kg","2026-09-04T13:05:00Z","SYNTHETIC"
"SIM-S0177-M2","SIM-S0177","ADDITIVE","ADDITIVE-LOT-30","10","kg","2026-09-04T13:05:00Z","SYNTHETIC"
"SIM-S0177-M3","SIM-S0177","DIW","DIW-LOT-30","890","kg","2026-09-04T13:05:00Z","SYNTHETIC"
"SIM-S0178-M1","SIM-S0178","SILICA","SILICA-LOT-30","100","kg","2026-09-04T14:35:00Z","SYNTHETIC"
"SIM-S0178-M2","SIM-S0178","ADDITIVE","ADDITIVE-LOT-30","10","kg","2026-09-04T14:35:00Z","SYNTHETIC"
"SIM-S0178-M3","SIM-S0178","DIW","DIW-LOT-30","890","kg","2026-09-04T14:35:00Z","SYNTHETIC"
"SIM-S0179-M1","SIM-S0179","SILICA","SILICA-LOT-30","100","kg","2026-09-04T14:35:00Z","SYNTHETIC"
"SIM-S0179-M2","SIM-S0179","ADDITIVE","ADDITIVE-LOT-30","10","kg","2026-09-04T14:35:00Z","SYNTHETIC"
"SIM-S0179-M3","SIM-S0179","DIW","DIW-LOT-30","890","kg","2026-09-04T14:35:00Z","SYNTHETIC"
"SIM-S0180-M1","SIM-S0180","SILICA","SILICA-LOT-30","100","kg","2026-09-04T14:35:00Z","SYNTHETIC"
"SIM-S0180-M2","SIM-S0180","ADDITIVE","ADDITIVE-LOT-30","10","kg","2026-09-04T14:35:00Z","SYNTHETIC"
"SIM-S0180-M3","SIM-S0180","DIW","DIW-LOT-30","890","kg","2026-09-04T14:35:00Z","SYNTHETIC"
"SIM-S0181-M1","SIM-S0181","SILICA","SILICA-LOT-31","100","kg","2026-09-04T16:05:00Z","SYNTHETIC"
"SIM-S0181-M2","SIM-S0181","ADDITIVE","ADDITIVE-LOT-31","10","kg","2026-09-04T16:05:00Z","SYNTHETIC"
"SIM-S0181-M3","SIM-S0181","DIW","DIW-LOT-31","890","kg","2026-09-04T16:05:00Z","SYNTHETIC"
"SIM-S0182-M1","SIM-S0182","SILICA","SILICA-LOT-31","100","kg","2026-09-04T16:05:00Z","SYNTHETIC"
"SIM-S0182-M2","SIM-S0182","ADDITIVE","ADDITIVE-LOT-31","10","kg","2026-09-04T16:05:00Z","SYNTHETIC"
"SIM-S0182-M3","SIM-S0182","DIW","DIW-LOT-31","890","kg","2026-09-04T16:05:00Z","SYNTHETIC"
"SIM-S0183-M1","SIM-S0183","SILICA","SILICA-LOT-31","100","kg","2026-09-04T16:05:00Z","SYNTHETIC"
"SIM-S0183-M2","SIM-S0183","ADDITIVE","ADDITIVE-LOT-31","10","kg","2026-09-04T16:05:00Z","SYNTHETIC"
"SIM-S0183-M3","SIM-S0183","DIW","DIW-LOT-31","890","kg","2026-09-04T16:05:00Z","SYNTHETIC"
"SIM-S0184-M1","SIM-S0184","SILICA","SILICA-LOT-31","100","kg","2026-09-04T17:35:00Z","SYNTHETIC"
"SIM-S0184-M2","SIM-S0184","ADDITIVE","ADDITIVE-LOT-31","10","kg","2026-09-04T17:35:00Z","SYNTHETIC"
"SIM-S0184-M3","SIM-S0184","DIW","DIW-LOT-31","890","kg","2026-09-04T17:35:00Z","SYNTHETIC"
"SIM-S0185-M1","SIM-S0185","SILICA","SILICA-LOT-31","100","kg","2026-09-04T17:35:00Z","SYNTHETIC"
"SIM-S0185-M2","SIM-S0185","ADDITIVE","ADDITIVE-LOT-31","10","kg","2026-09-04T17:35:00Z","SYNTHETIC"
"SIM-S0185-M3","SIM-S0185","DIW","DIW-LOT-31","890","kg","2026-09-04T17:35:00Z","SYNTHETIC"
"SIM-S0186-M1","SIM-S0186","SILICA","SILICA-LOT-31","100","kg","2026-09-04T17:35:00Z","SYNTHETIC"
"SIM-S0186-M2","SIM-S0186","ADDITIVE","ADDITIVE-LOT-31","10","kg","2026-09-04T17:35:00Z","SYNTHETIC"
"SIM-S0186-M3","SIM-S0186","DIW","DIW-LOT-31","890","kg","2026-09-04T17:35:00Z","SYNTHETIC"
"SIM-S0187-M1","SIM-S0187","SILICA","SILICA-LOT-32","100","kg","2026-09-04T19:05:00Z","SYNTHETIC"
"SIM-S0187-M2","SIM-S0187","ADDITIVE","ADDITIVE-LOT-32","10","kg","2026-09-04T19:05:00Z","SYNTHETIC"
"SIM-S0187-M3","SIM-S0187","DIW","DIW-LOT-32","890","kg","2026-09-04T19:05:00Z","SYNTHETIC"
"SIM-S0188-M1","SIM-S0188","SILICA","SILICA-LOT-32","100","kg","2026-09-04T19:05:00Z","SYNTHETIC"
"SIM-S0188-M2","SIM-S0188","ADDITIVE","ADDITIVE-LOT-32","10","kg","2026-09-04T19:05:00Z","SYNTHETIC"
"SIM-S0188-M3","SIM-S0188","DIW","DIW-LOT-32","890","kg","2026-09-04T19:05:00Z","SYNTHETIC"
"SIM-S0189-M1","SIM-S0189","SILICA","SILICA-LOT-32","100","kg","2026-09-04T19:05:00Z","SYNTHETIC"
"SIM-S0189-M2","SIM-S0189","ADDITIVE","ADDITIVE-LOT-32","10","kg","2026-09-04T19:05:00Z","SYNTHETIC"
"SIM-S0189-M3","SIM-S0189","DIW","DIW-LOT-32","890","kg","2026-09-04T19:05:00Z","SYNTHETIC"
"SIM-S0190-M1","SIM-S0190","SILICA","SILICA-LOT-32","100","kg","2026-09-04T20:35:00Z","SYNTHETIC"
"SIM-S0190-M2","SIM-S0190","ADDITIVE","ADDITIVE-LOT-32","10","kg","2026-09-04T20:35:00Z","SYNTHETIC"
"SIM-S0190-M3","SIM-S0190","DIW","DIW-LOT-32","890","kg","2026-09-04T20:35:00Z","SYNTHETIC"
"SIM-S0191-M1","SIM-S0191","SILICA","SILICA-LOT-32","100","kg","2026-09-04T20:35:00Z","SYNTHETIC"
"SIM-S0191-M2","SIM-S0191","ADDITIVE","ADDITIVE-LOT-32","10","kg","2026-09-04T20:35:00Z","SYNTHETIC"
"SIM-S0191-M3","SIM-S0191","DIW","DIW-LOT-32","890","kg","2026-09-04T20:35:00Z","SYNTHETIC"
"SIM-S0192-M1","SIM-S0192","SILICA","SILICA-LOT-32","100","kg","2026-09-04T20:35:00Z","SYNTHETIC"
"SIM-S0192-M2","SIM-S0192","ADDITIVE","ADDITIVE-LOT-32","10","kg","2026-09-04T20:35:00Z","SYNTHETIC"
"SIM-S0192-M3","SIM-S0192","DIW","DIW-LOT-32","890","kg","2026-09-04T20:35:00Z","SYNTHETIC"
"SIM-S0193-M1","SIM-S0193","SILICA","SILICA-LOT-33","100","kg","2026-09-04T22:05:00Z","SYNTHETIC"
"SIM-S0193-M2","SIM-S0193","ADDITIVE","ADDITIVE-LOT-33","10","kg","2026-09-04T22:05:00Z","SYNTHETIC"
"SIM-S0193-M3","SIM-S0193","DIW","DIW-LOT-33","890","kg","2026-09-04T22:05:00Z","SYNTHETIC"
"SIM-S0194-M1","SIM-S0194","SILICA","SILICA-LOT-33","100","kg","2026-09-04T22:05:00Z","SYNTHETIC"
"SIM-S0194-M2","SIM-S0194","ADDITIVE","ADDITIVE-LOT-33","10","kg","2026-09-04T22:05:00Z","SYNTHETIC"
"SIM-S0194-M3","SIM-S0194","DIW","DIW-LOT-33","890","kg","2026-09-04T22:05:00Z","SYNTHETIC"
"SIM-S0195-M1","SIM-S0195","SILICA","SILICA-LOT-33","100","kg","2026-09-04T22:05:00Z","SYNTHETIC"
"SIM-S0195-M2","SIM-S0195","ADDITIVE","ADDITIVE-LOT-33","10","kg","2026-09-04T22:05:00Z","SYNTHETIC"
"SIM-S0195-M3","SIM-S0195","DIW","DIW-LOT-33","890","kg","2026-09-04T22:05:00Z","SYNTHETIC"
"SIM-S0196-M1","SIM-S0196","SILICA","SILICA-LOT-33","100","kg","2026-09-04T23:35:00Z","SYNTHETIC"
"SIM-S0196-M2","SIM-S0196","ADDITIVE","ADDITIVE-LOT-33","10","kg","2026-09-04T23:35:00Z","SYNTHETIC"
"SIM-S0196-M3","SIM-S0196","DIW","DIW-LOT-33","890","kg","2026-09-04T23:35:00Z","SYNTHETIC"
"SIM-S0197-M1","SIM-S0197","SILICA","SILICA-LOT-33","100","kg","2026-09-04T23:35:00Z","SYNTHETIC"
"SIM-S0197-M2","SIM-S0197","ADDITIVE","ADDITIVE-LOT-33","10","kg","2026-09-04T23:35:00Z","SYNTHETIC"
"SIM-S0197-M3","SIM-S0197","DIW","DIW-LOT-33","890","kg","2026-09-04T23:35:00Z","SYNTHETIC"
"SIM-S0198-M1","SIM-S0198","SILICA","SILICA-LOT-33","100","kg","2026-09-04T23:35:00Z","SYNTHETIC"
"SIM-S0198-M2","SIM-S0198","ADDITIVE","ADDITIVE-LOT-33","10","kg","2026-09-04T23:35:00Z","SYNTHETIC"
"SIM-S0198-M3","SIM-S0198","DIW","DIW-LOT-33","890","kg","2026-09-04T23:35:00Z","SYNTHETIC"
"SIM-S0199-M1","SIM-S0199","SILICA","SILICA-LOT-34","100","kg","2026-09-05T01:05:00Z","SYNTHETIC"
"SIM-S0199-M2","SIM-S0199","ADDITIVE","ADDITIVE-LOT-34","10","kg","2026-09-05T01:05:00Z","SYNTHETIC"
"SIM-S0199-M3","SIM-S0199","DIW","DIW-LOT-34","890","kg","2026-09-05T01:05:00Z","SYNTHETIC"
"SIM-S0200-M1","SIM-S0200","SILICA","SILICA-LOT-34","100","kg","2026-09-05T01:05:00Z","SYNTHETIC"
"SIM-S0200-M2","SIM-S0200","ADDITIVE","ADDITIVE-LOT-34","10","kg","2026-09-05T01:05:00Z","SYNTHETIC"
"SIM-S0200-M3","SIM-S0200","DIW","DIW-LOT-34","890","kg","2026-09-05T01:05:00Z","SYNTHETIC"
"SIM-S0201-M1","SIM-S0201","SILICA","SILICA-LOT-34","100","kg","2026-09-05T01:05:00Z","SYNTHETIC"
"SIM-S0201-M2","SIM-S0201","ADDITIVE","ADDITIVE-LOT-34","10","kg","2026-09-05T01:05:00Z","SYNTHETIC"
"SIM-S0201-M3","SIM-S0201","DIW","DIW-LOT-34","890","kg","2026-09-05T01:05:00Z","SYNTHETIC"
"SIM-S0202-M1","SIM-S0202","SILICA","SILICA-LOT-34","100","kg","2026-09-05T02:35:00Z","SYNTHETIC"
"SIM-S0202-M2","SIM-S0202","ADDITIVE","ADDITIVE-LOT-34","10","kg","2026-09-05T02:35:00Z","SYNTHETIC"
"SIM-S0202-M3","SIM-S0202","DIW","DIW-LOT-34","890","kg","2026-09-05T02:35:00Z","SYNTHETIC"
"SIM-S0203-M1","SIM-S0203","SILICA","SILICA-LOT-34","100","kg","2026-09-05T02:35:00Z","SYNTHETIC"
"SIM-S0203-M2","SIM-S0203","ADDITIVE","ADDITIVE-LOT-34","10","kg","2026-09-05T02:35:00Z","SYNTHETIC"
"SIM-S0203-M3","SIM-S0203","DIW","DIW-LOT-34","890","kg","2026-09-05T02:35:00Z","SYNTHETIC"
"SIM-S0204-M1","SIM-S0204","SILICA","SILICA-LOT-34","100","kg","2026-09-05T02:35:00Z","SYNTHETIC"
"SIM-S0204-M2","SIM-S0204","ADDITIVE","ADDITIVE-LOT-34","10","kg","2026-09-05T02:35:00Z","SYNTHETIC"
"SIM-S0204-M3","SIM-S0204","DIW","DIW-LOT-34","890","kg","2026-09-05T02:35:00Z","SYNTHETIC"
"SIM-S0205-M1","SIM-S0205","SILICA","SILICA-LOT-35","100","kg","2026-09-05T04:05:00Z","SYNTHETIC"
"SIM-S0205-M2","SIM-S0205","ADDITIVE","ADDITIVE-LOT-35","10","kg","2026-09-05T04:05:00Z","SYNTHETIC"
"SIM-S0205-M3","SIM-S0205","DIW","DIW-LOT-35","890","kg","2026-09-05T04:05:00Z","SYNTHETIC"
"SIM-S0206-M1","SIM-S0206","SILICA","SILICA-LOT-35","100","kg","2026-09-05T04:05:00Z","SYNTHETIC"
"SIM-S0206-M2","SIM-S0206","ADDITIVE","ADDITIVE-LOT-35","10","kg","2026-09-05T04:05:00Z","SYNTHETIC"
"SIM-S0206-M3","SIM-S0206","DIW","DIW-LOT-35","890","kg","2026-09-05T04:05:00Z","SYNTHETIC"
"SIM-S0207-M1","SIM-S0207","SILICA","SILICA-LOT-35","100","kg","2026-09-05T04:05:00Z","SYNTHETIC"
"SIM-S0207-M2","SIM-S0207","ADDITIVE","ADDITIVE-LOT-35","10","kg","2026-09-05T04:05:00Z","SYNTHETIC"
