"Process_Record_ID","Batch_ID","Step_Run_ID","Step_ID","Equipment_ID","Parameter","Value","Unit","Event_TS","Step_Start_TS","Step_End_TS","Data_Origin","Target_Value","Upper_Limit","Target_Duration_min","Upper_Duration_min"
"SIM-S0131-P2","SIM-S0131","SIM-S0131-MIX","MIX","MIX-2","Temperature","24.9722","C","2026-09-03T14:56:00Z","2026-09-03T14:40:00Z","2026-09-03T15:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0131-P3","SIM-S0131","SIM-S0131-MIX","MIX","MIX-2","Temperature","24.815","C","2026-09-03T15:04:00Z","2026-09-03T14:40:00Z","2026-09-03T15:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0131-P4","SIM-S0131","SIM-S0131-MIX","MIX","MIX-2","Temperature","25.0173","C","2026-09-03T15:12:00Z","2026-09-03T14:40:00Z","2026-09-03T15:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0131-P5","SIM-S0131","SIM-S0131-MIX","MIX","MIX-2","Temperature","24.9922","C","2026-09-03T15:20:00Z","2026-09-03T14:40:00Z","2026-09-03T15:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0132-P0","SIM-S0132","SIM-S0132-MIX","MIX","MIX-3","Temperature","25.5595","C","2026-09-03T14:40:00Z","2026-09-03T14:40:00Z","2026-09-03T15:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0132-P1","SIM-S0132","SIM-S0132-MIX","MIX","MIX-3","Temperature","25.6478","C","2026-09-03T14:48:00Z","2026-09-03T14:40:00Z","2026-09-03T15:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0132-P2","SIM-S0132","SIM-S0132-MIX","MIX","MIX-3","Temperature","25.6365","C","2026-09-03T14:56:00Z","2026-09-03T14:40:00Z","2026-09-03T15:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0132-P3","SIM-S0132","SIM-S0132-MIX","MIX","MIX-3","Temperature","25.7029","C","2026-09-03T15:04:00Z","2026-09-03T14:40:00Z","2026-09-03T15:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0132-P4","SIM-S0132","SIM-S0132-MIX","MIX","MIX-3","Temperature","25.7422","C","2026-09-03T15:12:00Z","2026-09-03T14:40:00Z","2026-09-03T15:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0132-P5","SIM-S0132","SIM-S0132-MIX","MIX","MIX-3","Temperature","25.523","C","2026-09-03T15:20:00Z","2026-09-03T14:40:00Z","2026-09-03T15:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0133-P0","SIM-S0133","SIM-S0133-MIX","MIX","MIX-1","Temperature","25.6773","C","2026-09-03T16:10:00Z","2026-09-03T16:10:00Z","2026-09-03T17:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0133-P1","SIM-S0133","SIM-S0133-MIX","MIX","MIX-1","Temperature","25.5673","C","2026-09-03T16:18:00Z","2026-09-03T16:10:00Z","2026-09-03T17:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0133-P2","SIM-S0133","SIM-S0133-MIX","MIX","MIX-1","Temperature","25.4919","C","2026-09-03T16:26:00Z","2026-09-03T16:10:00Z","2026-09-03T17:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0133-P3","SIM-S0133","SIM-S0133-MIX","MIX","MIX-1","Temperature","25.3819","C","2026-09-03T16:34:00Z","2026-09-03T16:10:00Z","2026-09-03T17:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0133-P4","SIM-S0133","SIM-S0133-MIX","MIX","MIX-1","Temperature","25.4235","C","2026-09-03T16:42:00Z","2026-09-03T16:10:00Z","2026-09-03T17:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0133-P5","SIM-S0133","SIM-S0133-MIX","MIX","MIX-1","Temperature","25.5127","C","2026-09-03T16:50:00Z","2026-09-03T16:10:00Z","2026-09-03T17:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0134-P0","SIM-S0134","SIM-S0134-MIX","MIX","MIX-2","Temperature","24.9709","C","2026-09-03T16:10:00Z","2026-09-03T16:10:00Z","2026-09-03T17:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0134-P1","SIM-S0134","SIM-S0134-MIX","MIX","MIX-2","Temperature","25.1371","C","2026-09-03T16:18:00Z","2026-09-03T16:10:00Z","2026-09-03T17:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0134-P2","SIM-S0134","SIM-S0134-MIX","MIX","MIX-2","Temperature","25.0476","C","2026-09-03T16:26:00Z","2026-09-03T16:10:00Z","2026-09-03T17:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0134-P3","SIM-S0134","SIM-S0134-MIX","MIX","MIX-2","Temperature","24.9751","C","2026-09-03T16:34:00Z","2026-09-03T16:10:00Z","2026-09-03T17:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0134-P4","SIM-S0134","SIM-S0134-MIX","MIX","MIX-2","Temperature","25.1271","C","2026-09-03T16:42:00Z","2026-09-03T16:10:00Z","2026-09-03T17:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0134-P5","SIM-S0134","SIM-S0134-MIX","MIX","MIX-2","Temperature","25.3064","C","2026-09-03T16:50:00Z","2026-09-03T16:10:00Z","2026-09-03T17:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0135-P0","SIM-S0135","SIM-S0135-MIX","MIX","MIX-3","Temperature","24.9312","C","2026-09-03T16:10:00Z","2026-09-03T16:10:00Z","2026-09-03T17:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0135-P1","SIM-S0135","SIM-S0135-MIX","MIX","MIX-3","Temperature","25.252","C","2026-09-03T16:18:00Z","2026-09-03T16:10:00Z","2026-09-03T17:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0135-P2","SIM-S0135","SIM-S0135-MIX","MIX","MIX-3","Temperature","24.8924","C","2026-09-03T16:26:00Z","2026-09-03T16:10:00Z","2026-09-03T17:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0135-P3","SIM-S0135","SIM-S0135-MIX","MIX","MIX-3","Temperature","24.9899","C","2026-09-03T16:34:00Z","2026-09-03T16:10:00Z","2026-09-03T17:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0135-P4","SIM-S0135","SIM-S0135-MIX","MIX","MIX-3","Temperature","24.9184","C","2026-09-03T16:42:00Z","2026-09-03T16:10:00Z","2026-09-03T17:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0135-P5","SIM-S0135","SIM-S0135-MIX","MIX","MIX-3","Temperature","25.1142","C","2026-09-03T16:50:00Z","2026-09-03T16:10:00Z","2026-09-03T17:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0136-P0","SIM-S0136","SIM-S0136-MIX","MIX","MIX-1","Temperature","25.0454","C","2026-09-03T17:40:00Z","2026-09-03T17:40:00Z","2026-09-03T18:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0136-P1","SIM-S0136","SIM-S0136-MIX","MIX","MIX-1","Temperature","25.0096","C","2026-09-03T17:48:00Z","2026-09-03T17:40:00Z","2026-09-03T18:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0136-P2","SIM-S0136","SIM-S0136-MIX","MIX","MIX-1","Temperature","24.9358","C","2026-09-03T17:56:00Z","2026-09-03T17:40:00Z","2026-09-03T18:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0136-P3","SIM-S0136","SIM-S0136-MIX","MIX","MIX-1","Temperature","25.1573","C","2026-09-03T18:04:00Z","2026-09-03T17:40:00Z","2026-09-03T18:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0136-P4","SIM-S0136","SIM-S0136-MIX","MIX","MIX-1","Temperature","25.2423","C","2026-09-03T18:12:00Z","2026-09-03T17:40:00Z","2026-09-03T18:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0136-P5","SIM-S0136","SIM-S0136-MIX","MIX","MIX-1","Temperature","25.1796","C","2026-09-03T18:20:00Z","2026-09-03T17:40:00Z","2026-09-03T18:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0137-P0","SIM-S0137","SIM-S0137-MIX","MIX","MIX-2","Temperature","25.5893","C","2026-09-03T17:40:00Z","2026-09-03T17:40:00Z","2026-09-03T18:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0137-P1","SIM-S0137","SIM-S0137-MIX","MIX","MIX-2","Temperature","25.2912","C","2026-09-03T17:48:00Z","2026-09-03T17:40:00Z","2026-09-03T18:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0137-P2","SIM-S0137","SIM-S0137-MIX","MIX","MIX-2","Temperature","25.6048","C","2026-09-03T17:56:00Z","2026-09-03T17:40:00Z","2026-09-03T18:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0137-P3","SIM-S0137","SIM-S0137-MIX","MIX","MIX-2","Temperature","25.4725","C","2026-09-03T18:04:00Z","2026-09-03T17:40:00Z","2026-09-03T18:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0137-P4","SIM-S0137","SIM-S0137-MIX","MIX","MIX-2","Temperature","25.2729","C","2026-09-03T18:12:00Z","2026-09-03T17:40:00Z","2026-09-03T18:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0137-P5","SIM-S0137","SIM-S0137-MIX","MIX","MIX-2","Temperature","25.3698","C","2026-09-03T18:20:00Z","2026-09-03T17:40:00Z","2026-09-03T18:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0138-P0","SIM-S0138","SIM-S0138-MIX","MIX","MIX-3","Temperature","25.9316","C","2026-09-03T17:40:00Z","2026-09-03T17:40:00Z","2026-09-03T18:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0138-P1","SIM-S0138","SIM-S0138-MIX","MIX","MIX-3","Temperature","26.0698","C","2026-09-03T17:48:00Z","2026-09-03T17:40:00Z","2026-09-03T18:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0138-P2","SIM-S0138","SIM-S0138-MIX","MIX","MIX-3","Temperature","25.9364","C","2026-09-03T17:56:00Z","2026-09-03T17:40:00Z","2026-09-03T18:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0138-P3","SIM-S0138","SIM-S0138-MIX","MIX","MIX-3","Temperature","26.0732","C","2026-09-03T18:04:00Z","2026-09-03T17:40:00Z","2026-09-03T18:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0138-P4","SIM-S0138","SIM-S0138-MIX","MIX","MIX-3","Temperature","26.0739","C","2026-09-03T18:12:00Z","2026-09-03T17:40:00Z","2026-09-03T18:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0138-P5","SIM-S0138","SIM-S0138-MIX","MIX","MIX-3","Temperature","25.9939","C","2026-09-03T18:20:00Z","2026-09-03T17:40:00Z","2026-09-03T18:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0139-P0","SIM-S0139","SIM-S0139-MIX","MIX","MIX-1","Temperature","26.1994","C","2026-09-03T19:10:00Z","2026-09-03T19:10:00Z","2026-09-03T20:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0139-P1","SIM-S0139","SIM-S0139-MIX","MIX","MIX-1","Temperature","26.5137","C","2026-09-03T19:18:00Z","2026-09-03T19:10:00Z","2026-09-03T20:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0139-P2","SIM-S0139","SIM-S0139-MIX","MIX","MIX-1","Temperature","26.7486","C","2026-09-03T19:26:00Z","2026-09-03T19:10:00Z","2026-09-03T20:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0139-P3","SIM-S0139","SIM-S0139-MIX","MIX","MIX-1","Temperature","26.1728","C","2026-09-03T19:34:00Z","2026-09-03T19:10:00Z","2026-09-03T20:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0139-P4","SIM-S0139","SIM-S0139-MIX","MIX","MIX-1","Temperature","26.5241","C","2026-09-03T19:42:00Z","2026-09-03T19:10:00Z","2026-09-03T20:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0139-P5","SIM-S0139","SIM-S0139-MIX","MIX","MIX-1","Temperature","26.678","C","2026-09-03T19:50:00Z","2026-09-03T19:10:00Z","2026-09-03T20:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0140-P0","SIM-S0140","SIM-S0140-MIX","MIX","MIX-2","Temperature","25.1722","C","2026-09-03T19:10:00Z","2026-09-03T19:10:00Z","2026-09-03T20:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0140-P1","SIM-S0140","SIM-S0140-MIX","MIX","MIX-2","Temperature","25.1405","C","2026-09-03T19:18:00Z","2026-09-03T19:10:00Z","2026-09-03T20:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0140-P2","SIM-S0140","SIM-S0140-MIX","MIX","MIX-2","Temperature","24.8612","C","2026-09-03T19:26:00Z","2026-09-03T19:10:00Z","2026-09-03T20:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0140-P3","SIM-S0140","SIM-S0140-MIX","MIX","MIX-2","Temperature","25.3062","C","2026-09-03T19:34:00Z","2026-09-03T19:10:00Z","2026-09-03T20:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0140-P4","SIM-S0140","SIM-S0140-MIX","MIX","MIX-2","Temperature","25.283","C","2026-09-03T19:42:00Z","2026-09-03T19:10:00Z","2026-09-03T20:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0140-P5","SIM-S0140","SIM-S0140-MIX","MIX","MIX-2","Temperature","25.1671","C","2026-09-03T19:50:00Z","2026-09-03T19:10:00Z","2026-09-03T20:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0141-P0","SIM-S0141","SIM-S0141-MIX","MIX","MIX-3","Temperature","24.2357","C","2026-09-03T19:10:00Z","2026-09-03T19:10:00Z","2026-09-03T20:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0141-P1","SIM-S0141","SIM-S0141-MIX","MIX","MIX-3","Temperature","24.186","C","2026-09-03T19:18:00Z","2026-09-03T19:10:00Z","2026-09-03T20:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0141-P2","SIM-S0141","SIM-S0141-MIX","MIX","MIX-3","Temperature","24.2093","C","2026-09-03T19:26:00Z","2026-09-03T19:10:00Z","2026-09-03T20:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0141-P3","SIM-S0141","SIM-S0141-MIX","MIX","MIX-3","Temperature","24.0942","C","2026-09-03T19:34:00Z","2026-09-03T19:10:00Z","2026-09-03T20:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0141-P4","SIM-S0141","SIM-S0141-MIX","MIX","MIX-3","Temperature","24.0433","C","2026-09-03T19:42:00Z","2026-09-03T19:10:00Z","2026-09-03T20:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0141-P5","SIM-S0141","SIM-S0141-MIX","MIX","MIX-3","Temperature","24.242","C","2026-09-03T19:50:00Z","2026-09-03T19:10:00Z","2026-09-03T20:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0142-P0","SIM-S0142","SIM-S0142-MIX","MIX","MIX-1","Temperature","25.254","C","2026-09-03T20:40:00Z","2026-09-03T20:40:00Z","2026-09-03T21:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0142-P1","SIM-S0142","SIM-S0142-MIX","MIX","MIX-1","Temperature","25.0363","C","2026-09-03T20:48:00Z","2026-09-03T20:40:00Z","2026-09-03T21:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0142-P2","SIM-S0142","SIM-S0142-MIX","MIX","MIX-1","Temperature","25.1347","C","2026-09-03T20:56:00Z","2026-09-03T20:40:00Z","2026-09-03T21:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0142-P3","SIM-S0142","SIM-S0142-MIX","MIX","MIX-1","Temperature","25.1619","C","2026-09-03T21:04:00Z","2026-09-03T20:40:00Z","2026-09-03T21:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0142-P4","SIM-S0142","SIM-S0142-MIX","MIX","MIX-1","Temperature","25.3134","C","2026-09-03T21:12:00Z","2026-09-03T20:40:00Z","2026-09-03T21:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0142-P5","SIM-S0142","SIM-S0142-MIX","MIX","MIX-1","Temperature","25.322","C","2026-09-03T21:20:00Z","2026-09-03T20:40:00Z","2026-09-03T21:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0143-P0","SIM-S0143","SIM-S0143-MIX","MIX","MIX-2","Temperature","24.5084","C","2026-09-03T20:40:00Z","2026-09-03T20:40:00Z","2026-09-03T21:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0143-P1","SIM-S0143","SIM-S0143-MIX","MIX","MIX-2","Temperature","24.3808","C","2026-09-03T20:48:00Z","2026-09-03T20:40:00Z","2026-09-03T21:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0143-P2","SIM-S0143","SIM-S0143-MIX","MIX","MIX-2","Temperature","24.4043","C","2026-09-03T20:56:00Z","2026-09-03T20:40:00Z","2026-09-03T21:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0143-P3","SIM-S0143","SIM-S0143-MIX","MIX","MIX-2","Temperature","24.5449","C","2026-09-03T21:04:00Z","2026-09-03T20:40:00Z","2026-09-03T21:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0143-P4","SIM-S0143","SIM-S0143-MIX","MIX","MIX-2","Temperature","24.498","C","2026-09-03T21:12:00Z","2026-09-03T20:40:00Z","2026-09-03T21:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0143-P5","SIM-S0143","SIM-S0143-MIX","MIX","MIX-2","Temperature","24.2512","C","2026-09-03T21:20:00Z","2026-09-03T20:40:00Z","2026-09-03T21:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0144-P0","SIM-S0144","SIM-S0144-MIX","MIX","MIX-3","Temperature","25.6194","C","2026-09-03T20:40:00Z","2026-09-03T20:40:00Z","2026-09-03T21:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0144-P1","SIM-S0144","SIM-S0144-MIX","MIX","MIX-3","Temperature","25.9711","C","2026-09-03T20:48:00Z","2026-09-03T20:40:00Z","2026-09-03T21:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0144-P2","SIM-S0144","SIM-S0144-MIX","MIX","MIX-3","Temperature","25.7349","C","2026-09-03T20:56:00Z","2026-09-03T20:40:00Z","2026-09-03T21:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0144-P3","SIM-S0144","SIM-S0144-MIX","MIX","MIX-3","Temperature","25.8547","C","2026-09-03T21:04:00Z","2026-09-03T20:40:00Z","2026-09-03T21:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0144-P4","SIM-S0144","SIM-S0144-MIX","MIX","MIX-3","Temperature","26.0941","C","2026-09-03T21:12:00Z","2026-09-03T20:40:00Z","2026-09-03T21:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0144-P5","SIM-S0144","SIM-S0144-MIX","MIX","MIX-3","Temperature","26.0828","C","2026-09-03T21:20:00Z","2026-09-03T20:40:00Z","2026-09-03T21:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0145-P0","SIM-S0145","SIM-S0145-MIX","MIX","MIX-1","Temperature","24.6888","C","2026-09-03T22:10:00Z","2026-09-03T22:10:00Z","2026-09-03T23:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0145-P1","SIM-S0145","SIM-S0145-MIX","MIX","MIX-1","Temperature","24.4263","C","2026-09-03T22:18:00Z","2026-09-03T22:10:00Z","2026-09-03T23:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0145-P2","SIM-S0145","SIM-S0145-MIX","MIX","MIX-1","Temperature","24.3234","C","2026-09-03T22:26:00Z","2026-09-03T22:10:00Z","2026-09-03T23:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0145-P3","SIM-S0145","SIM-S0145-MIX","MIX","MIX-1","Temperature","24.5551","C","2026-09-03T22:34:00Z","2026-09-03T22:10:00Z","2026-09-03T23:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0145-P4","SIM-S0145","SIM-S0145-MIX","MIX","MIX-1","Temperature","24.4488","C","2026-09-03T22:42:00Z","2026-09-03T22:10:00Z","2026-09-03T23:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0145-P5","SIM-S0145","SIM-S0145-MIX","MIX","MIX-1","Temperature","24.546","C","2026-09-03T22:50:00Z","2026-09-03T22:10:00Z","2026-09-03T23:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0146-P0","SIM-S0146","SIM-S0146-MIX","MIX","MIX-2","Temperature","23.9647","C","2026-09-03T22:10:00Z","2026-09-03T22:10:00Z","2026-09-03T23:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0146-P1","SIM-S0146","SIM-S0146-MIX","MIX","MIX-2","Temperature","24.0674","C","2026-09-03T22:18:00Z","2026-09-03T22:10:00Z","2026-09-03T23:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0146-P2","SIM-S0146","SIM-S0146-MIX","MIX","MIX-2","Temperature","23.8266","C","2026-09-03T22:26:00Z","2026-09-03T22:10:00Z","2026-09-03T23:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0146-P3","SIM-S0146","SIM-S0146-MIX","MIX","MIX-2","Temperature","23.8861","C","2026-09-03T22:34:00Z","2026-09-03T22:10:00Z","2026-09-03T23:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0146-P4","SIM-S0146","SIM-S0146-MIX","MIX","MIX-2","Temperature","23.7528","C","2026-09-03T22:42:00Z","2026-09-03T22:10:00Z","2026-09-03T23:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0146-P5","SIM-S0146","SIM-S0146-MIX","MIX","MIX-2","Temperature","24.014","C","2026-09-03T22:50:00Z","2026-09-03T22:10:00Z","2026-09-03T23:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0147-P0","SIM-S0147","SIM-S0147-MIX","MIX","MIX-3","Temperature","23.96","C","2026-09-03T22:10:00Z","2026-09-03T22:10:00Z","2026-09-03T23:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0147-P1","SIM-S0147","SIM-S0147-MIX","MIX","MIX-3","Temperature","23.9031","C","2026-09-03T22:18:00Z","2026-09-03T22:10:00Z","2026-09-03T23:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0147-P2","SIM-S0147","SIM-S0147-MIX","MIX","MIX-3","Temperature","24.0477","C","2026-09-03T22:26:00Z","2026-09-03T22:10:00Z","2026-09-03T23:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0147-P3","SIM-S0147","SIM-S0147-MIX","MIX","MIX-3","Temperature","24.1368","C","2026-09-03T22:34:00Z","2026-09-03T22:10:00Z","2026-09-03T23:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0147-P4","SIM-S0147","SIM-S0147-MIX","MIX","MIX-3","Temperature","23.8868","C","2026-09-03T22:42:00Z","2026-09-03T22:10:00Z","2026-09-03T23:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0147-P5","SIM-S0147","SIM-S0147-MIX","MIX","MIX-3","Temperature","23.7284","C","2026-09-03T22:50:00Z","2026-09-03T22:10:00Z","2026-09-03T23:00:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0148-P0","SIM-S0148","SIM-S0148-MIX","MIX","MIX-1","Temperature","25.0911","C","2026-09-03T23:40:00Z","2026-09-03T23:40:00Z","2026-09-04T00:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0148-P1","SIM-S0148","SIM-S0148-MIX","MIX","MIX-1","Temperature","25.3242","C","2026-09-03T23:48:00Z","2026-09-03T23:40:00Z","2026-09-04T00:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0148-P2","SIM-S0148","SIM-S0148-MIX","MIX","MIX-1","Temperature","25.1882","C","2026-09-03T23:56:00Z","2026-09-03T23:40:00Z","2026-09-04T00:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0148-P3","SIM-S0148","SIM-S0148-MIX","MIX","MIX-1","Temperature","25.3083","C","2026-09-04T00:04:00Z","2026-09-03T23:40:00Z","2026-09-04T00:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0148-P4","SIM-S0148","SIM-S0148-MIX","MIX","MIX-1","Temperature","25.254","C","2026-09-04T00:12:00Z","2026-09-03T23:40:00Z","2026-09-04T00:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0148-P5","SIM-S0148","SIM-S0148-MIX","MIX","MIX-1","Temperature","25.433","C","2026-09-04T00:20:00Z","2026-09-03T23:40:00Z","2026-09-04T00:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0149-P0","SIM-S0149","SIM-S0149-MIX","MIX","MIX-2","Temperature","24.0572","C","2026-09-03T23:40:00Z","2026-09-03T23:40:00Z","2026-09-04T00:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0149-P1","SIM-S0149","SIM-S0149-MIX","MIX","MIX-2","Temperature","24.4207","C","2026-09-03T23:48:00Z","2026-09-03T23:40:00Z","2026-09-04T00:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0149-P2","SIM-S0149","SIM-S0149-MIX","MIX","MIX-2","Temperature","24.0967","C","2026-09-03T23:56:00Z","2026-09-03T23:40:00Z","2026-09-04T00:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0149-P3","SIM-S0149","SIM-S0149-MIX","MIX","MIX-2","Temperature","24.2216","C","2026-09-04T00:04:00Z","2026-09-03T23:40:00Z","2026-09-04T00:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0149-P4","SIM-S0149","SIM-S0149-MIX","MIX","MIX-2","Temperature","24.3648","C","2026-09-04T00:12:00Z","2026-09-03T23:40:00Z","2026-09-04T00:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0149-P5","SIM-S0149","SIM-S0149-MIX","MIX","MIX-2","Temperature","24.46","C","2026-09-04T00:20:00Z","2026-09-03T23:40:00Z","2026-09-04T00:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0150-P0","SIM-S0150","SIM-S0150-MIX","MIX","MIX-3","Temperature","25.4018","C","2026-09-03T23:40:00Z","2026-09-03T23:40:00Z","2026-09-04T00:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0150-P1","SIM-S0150","SIM-S0150-MIX","MIX","MIX-3","Temperature","25.5648","C","2026-09-03T23:48:00Z","2026-09-03T23:40:00Z","2026-09-04T00:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0150-P2","SIM-S0150","SIM-S0150-MIX","MIX","MIX-3","Temperature","25.7818","C","2026-09-03T23:56:00Z","2026-09-03T23:40:00Z","2026-09-04T00:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0150-P3","SIM-S0150","SIM-S0150-MIX","MIX","MIX-3","Temperature","25.5371","C","2026-09-04T00:04:00Z","2026-09-03T23:40:00Z","2026-09-04T00:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0150-P4","SIM-S0150","SIM-S0150-MIX","MIX","MIX-3","Temperature","25.8977","C","2026-09-04T00:12:00Z","2026-09-03T23:40:00Z","2026-09-04T00:30:00Z","SYNTHETIC","25","30","50","60"
"SIM-S0150-P5","SIM-S0150","SIM-S0150-MIX","MIX","MIX-3","Temperature","25.6185","C","2026-09-04T00:20:00Z","2026-09-03T23:40:00Z","2026-09-04T00:30:00Z","SYNTHETIC","25","30","50","60"
